,text_jw
29,"""Ing desa Dadapan ana pemuda nggantheng sing nggolek bojo, dheweke duwe jeneng Ande Ande Lumut, saiki kowe kabeh moro o ana desa Dadapan kana,"" ngendikane Nyi Menah marang keenem anake. Singkat cerita dumugi anak-anak Nyi Menah kecuali Kleting Kuning ana ing kali sing misahake desa Dadapan lan desa Coral Wulusan. ""Kepiye awake dewe nyebrangi kali iki?"" sambat Kleting Biru. Dumadakan teka yuyu buta sing jenenge Yuyu Kangkang. Apa kowe kabeh pada pengin nyebrangi kali iki? "". Takon Yuyu Kangkang marang para kleting. Iyo, kita arep nyebrangi kali iki, apa sliramu bakal mbantu kita kabeh?, ""takon Kleting Abang marang Yuyu Kangkang. Banjur Yuyu Kangkang ngajokake syarat-syarat. ""Gelem wae, nanging yen aku wis kasil nyebrangke sampeyan kabeh, aku bakal ngambung sampeyan siji-siji"". Ing awal Kleting Biru ora gelem, ananging mergo cara iku cara siji-sijine banjur Kleting Biru ugo setuju nuruti syarat kang dijaluk Yuyu Kangkang. Sakwise setuju kaggo nuruti syarat kui mau, banjur Yuyu Kangkang age-age nyebrangke kelima Kleting kang bakal lungo nemoni Ande Ande Lumut. Sawise ketuk sebrang kali para Kleting pada mbengok""Geli aku!, Mambu, Yuyu Kangkang langsung ngambung Kleting siji-siji. Kelima Kleting iku kepekso nuruti syarat kang diwenehake Yuyu Kangkang amergo pada ngimpi nduwe bojo si Ande Ande Lumut. Ing ngarep Nyi Dadapan, lima Kleting langsung pada ngenalaken awake dewe-dewe. ""Saiki kowe maju siji-siji, wiwit saka Kleting paling tuwa"", ngandika Nyi Dadapan. Kleting abang langsung nembang lan nari kanggo narik atine Ande Ande Lumut. Sauntara kuwi, Nyi Dadapan ngomong. ""Anakku, si Ande Ande Lumut coba ndeleng cah wadon sing kepengin kanggo bojomu, ayu apik iku jenenge Kleting Abang"". Banjur Ande Ande Lumut Njawab. ""Duh ibu wis ojo ditampa kuwi mantan Yuyu Kangkang. Kleting Abang isin banget, minangka giliran Kleting liyane kang banjur maju ana ing ngarepe Ande Ande Lumut."
30,"Ananging kabeh kelima Kleting mau oleh jawaban kang podo saka Ande Ande Lumut. Sauntara kuwi, sakwise ngrampungke gawean ana ing ngumah Kleting Kuning nuju pinggir kali, ana pinggir kali ternyata Yuyu Kangkang ugo ana ing kunu. ""Hay cah ayu, mesthi sampeyan pengin nyebrang kali iki to? Ayo tak bantu, nanging ana syarate, syarate yo iku yen sampeyan wis tak sebrangke saka kali iki aku njaluk jatah ngambung sliramu"", ngandika Yuyu Kangkang ajeg. Kleting Kuning langsung menek menyang mburi Yuyu Kangkang. Dheweke lungguh uga. Miturut alon Yuyu Kangkang nglangi menyang ngelawan pinggir kali. ""Krubyuk sengok, Krubyuk sengok, Krubyuk sengok"" minangka irama nglangi Yuyu Kangkang. Lanjutakan lagi Cerita Ande Ande Lumut Bahasa Jawa. Sawise padha tekan ing sisih liyane, Kleting Kuning njupuk telek pitik kang wis kebungkus ing godhong gedhang. Telek kui Banjur dioleske ana pipi loro Kleting Kuning. Yuyu Kangkang banjur nagih janji. ""Saiki aku bakal ngambung sampean cah ayu"". Lagi nyengir-nyengirke lambene dumadakan Yuyu Kangkang mambu telek pitik sing asale saka pipi Kleting Kuning. ""waduh mambu, mambu opo iki aku ora sido ngambung sampeyan. Lungo! "", Bengok Yuyu Kangkang nalika ninggalake Kleting Kuning. Sakwise Yuyu Kangkang lungo Kleting Kuning banjur ngresiki pipine saka telek pitik nganggo banyu kali lan nglanjutake laku menyang omah Ande Ande Lumut. tekan ngarep Nyi Dadapan dumadakan Ande Ande Lumut Mbengok ""Dinda Candra Kirana, pungkasanipun aku ketemu sampeyan!"", Kasunyatan wong lanang kang gagah, bagus iku Pangeran Inu Kertapati kang wis nylamur minangka dadi Ande Ande Lumut. Kleting Kuning kaget lan bingung, nalika piyambakipun temen maujud Candra Kirana nyedhaki dening pangeran Inu Kertapati. Singkat cerita Dinda Candra Kirana lan Pangeran Inu Kertapati nikah, ana ing dina akad iku padha ora lali kanggo ngundang Nyi Dadapan lan Nyi Menah ugo lima putri ne. Akhire Dinda Candra Kirana lan Pangeran Inu Kertapati gesang mardika mangayubagya saklawase."
31,Nah bagaimana kawan semua? Apakah dongeng dan cerita rakyat dengan judul Cerita Ande Ande Lumut Bahasa Jawa di atas dapat memberikan pelajaran dalam kehidupan kita semua? Semoga bermanfaat dan jangan lupa untuk menyimak selalu cerita jawa berikutnya. Sugeng injing.
32,"Ana ing jaman ndisik ana bocah angon wedhus kang dikenal nganti ana endi wae amarga bisa menehi jawaban saben-saben pitakonan saka sapa wae. Bocah kui due jeneng Panut, anak keluarga tani ana ing pelosok kerajaan. Kabar iki semebar nganti teka kuping Raja ing keraton, nanging Sang Prabu piyambak kurang manteb ing ati karo apa kang wong ceritakake bab bocah angon kui mau, mulane cah lanang tukang angon wedhus iku di dhawuhi teka menyang keraton. Nalika teka, Raja ngandika marang Panut: ""Yen awakmu bisa njawab saka telu pitakonku marang kowe, aku bakal nganggep awakmu kaya anakku dhewe, lan awakmu bakal seneng urip karo aku ana ing kraton iki. "" ""Apa pitakonan katelu, gusti?"" takon Panut. ""Kapisan, sepiro akehe banyu sing ana ing segara?"" ""nyuwun sewu Paduka,"" wangsulane Panut, ""mungkasi kabeh tetesan banyu sing ana ing bumi, supaya aja ana sak tetes wae sing bakal mili menyang segara sadurunge aku ngetung, yen punika sampun panjenengan lakoni, Kula bakal paring pirso marang Paduka sepinten katahe banyu ing samodra menika!"" ""Pitakonan kapindho,"" ngendikane raja, ""Sepira akehe lintang ana ing langit?"" ""Paringi kawula kertas,"" ngendikane bocah angon iku, Kertas iku banjur dicoblosi marang jarum supaya akeh bolongan kanti ora bisa dietung. Nalika rampung bocah angon ngandika: ""Cacahe lintang ana ing langit akeh minangka bolongan ana ing kertas iki, apa ana uwong sing bisa ngetung cacahe?"". Lanjutan cerkak bahasa jawa Sang Prabu banjur ngandika maneh: ""Pitakonan katelu, ana pirang detik urip ana ing kalanggengan?"" ""Wonten karajan punika wonten gunung toron kang duwure sak mil, sak mil gedhene lan sak mil jerone, saben sewu taun, ana manuk gagak kang teka kanggo nggosok paruhe marang pucuk gunung, lan nalika sekabeh gunung kanti gedhe semono mau entek dening gosokan paruh manuk, mangka detik pisanan saka kalanggengan diliwati."
33,""" ""Awakmu njawab telung pitakonan kanti wicaksono,"" ngendikane Sang Prabu, ""lan saiki kowe bakal manggon karo Aku ing kraton iki, aku mesthi bakal nganggep sira kaya anakku dhewe. "" Nah di atas merupakan cerkak bahasa jawa dengan judul ""Panut Bocah Angon Wedhus Kang Wicaksono"" semoga bermanfaat bagi kamu semua."
34,"""sakudune, aku sing dadi permaisuri. aku kudu nggoleki cara kanggo menyingkirkan permaisuri,"" pikire. Selir baginda, komplot karo tabib istana. dheweke ethok-ethok lara parah. Tabib istana banjur cepet diceluk. Sang tabib ngomongke menawa ana wong sing wis menehi racun ana jero wedang tuan putri. ""wong kuwi ora liya yaiku permaisuri Baginda dhewe,"" tembung sang tabib. Baginda dadi nesu krungu penjelasane tabib istana. Dheweke cepet ngongkonke patihe kanggo mbuwang permaisuri menyang alas. Sang patih cepet nggawa permaisuri sing lagi ngandung kuwi menyang alas. Nanging, patih sing bijak kuwi ora arep mateni koyo sing diperintahke Raja. Rupane sang patih wis meruhi pangarah ala selir baginda. ""Tuan putri ora usah kuwatir, kula badhe nglaporke marang Baginda menawa tuan putri wis tak pateni,"" tembung patih. Kanggo ngelabui raja, sang patih nglumuri pedhange karo getih kelinci sing ditangkepe. Raja nanggung puas pas sang patih lapor yen dheweke wis mateni permaisuri. Sakwise pirang-pirang wulan ana ing alas, laira anak sang permaisuri. Bayi kuwi diwenehine jeneng Cindelaras. Cindelaras tuwuh dadi sawong anak sing cerdas lan bagus. Kawit cilik dheweke wis kancan karo kewan penghuni alas. Sawijining dina, pas lagi dolanan, ana rajawali nibakne endog. ""Hmm, rajawali kuwi becik pisan. dheweke sengaja menehake endog kuwi marang aku. "" sakwise 3 minggu, endog kuwi netes. Cindelaras ngingu anak pitike kanthi sregep. anak pitik kuwi tuwuh dadi jago sing apik lan kuwat. Nanging ana siji keanehan. Suara kluruk jago kuwi apik buanget! ""Kukuruyuk. Tuanku Cindelaras, omahe neng tengah alas, gendenge godhong kambil, bapake Raden Putra. "" Cindelaras gumun banget krungu kluruk pitike lan cepet ndelokake nang emboke. Nuli, embok Cindelaras nyeritoke asal usul dekne nganti ana ing alas. Krungu cerito mbokne, Cindelaras nekat menyang istana lan bakal menangake piala selir baginda. sakwise eneng ijin saka mbokne, Cindelaras lunga menyang istana dikancani jagone. pas neng dalan ana wong sing pada ngadu pitik."
35,"Cindelaras banjur diceluk saka para penyabung pitik iku. ""yo, yen wani, adunen jagomu karo pitikku,"" tantange. ""nggeh,"" jawab Cindelaras. Pas diadu, jebulna jago Cindelaras menang kanti wayah singkat, dheweke bisa ngalahake mungsuhe. Sakwise ping pirang-pirang aduan, pitik Cindelaras tetep ora kalah. Pitike bener-bener ampuh tenan. Kabar babagan kelinuwihan pitik Cindelaras kesebar cepet. Raden Putra ugo krungu kabar kuwi. banjur, Raden Putra ngongkon abdi daleme kanggo ngundang Cindelaras. ""Hamba sowan paduka,"" tembung Cindelaras karo santun. ""anak iki bagus lan cerdas, kayane dheweke dudu turun rakyat jelata,"" pikir baginda. Pitik Cindelaras diadu karo pitik Raden Putra kanti syarat, yen pitik Cindelaras kalah dheweke gelem dipancung sirahe, nanging yen pitike menang, separo kesugihan Raden Putra dadi duwek e Cindelaras. 2 pitik kuwi nandhing kanthi gagah lan wani. Nanging kanthi wayah singkat, pitik Cindelaras kedadeyan ngalahake pitik sang raja. Wong kang ndelok podo sorak-sorak ngalem-alem Cindelaras lan pitike. ""aku ngaku kalah. aku arep nepati janjiku. Nanging, sapa sabenere, awakmu iku?"" takon Baginda Raden Putra. Cindelaras cepet mbungkuk kaya ngomongi nang pitike. ora pira suwe pitike cepet muni. ""Kukuruyuk. Tuanku Cindelaras, omahe tengah alas, gendenge godhong kambil, bapake Raden Putra. ,"" jago kuwi kluruk bola-bali. Raden Putra kaget krungu kluruk pitike Cindelaras. ""Apa bener kuwi?"" takon baginda gumun. ""leres Baginda, jeneng kula Cindelaras, embok kulo yaiku permaisuri Baginda. "" Barengan karo kuwi, sang patih cepet ngadhep lan nyeritoke kabeh kadadean sing sabenere wis kedadean ana permaisuri. ""kula sampun nglakoni kaluputan,"" tembung Baginda Raden Putra. ""aku arep menehake hukuman sing setimpal ana selirku,"" banjur Baginda karo nesu. selir Raden Putra banjur dibuwang menyang alas. Raden Putra cepet ngekep anake lan njaluk ngapura awit kesalahane. Sakwise kuwi, Raden Putra lan abdi dalem cepet njemput permaisuri menyang alas. Akhire Raden Putra, permaisuri lan Cindelaras bisa ngumpul bali. sakwise Raden Putra wafat, Cindelaras gumantekne kedudukan bapake."
36,Dheweke mimpin negerine kanthi adil lan wicaksana. Baca Juga: 1. Asal Mula Danau Toba Versi Jawa 2. Kisah Malin Kundang dalam Bahasa Jawa 3. Cerita Wayang Bahasa Jawa 4. Dongeng Kancil Bahasa Jawa.
37,"Diceritakake ing setunggal pertapan tepatipun wonten gunung Sukendra ingkang dipanggeni Resi Gotama uga kaluarganipun. Resi Gotama menika salah seteunggaling keturunan saking Bathara Ismaya. Piyambakipun nggadhahi kakang kanthi asma Prabu Kartawirya ingkang mandhapaken Prabu Arjunasasrabahu. Amargi jasa uga bektosipun ing para dewa, Resi Gotama diparingi satiyang widadari kahyangan kanthi asma Dewi Windradi. Salebet bebrayan piyambake sedaya kagungan tiga putra kanthi asma Guwarsa, Guwarsi, lan Dewi Anjani. Baca Juga: Naskah Drama Bahasa Jawa Amarga gedene rasa tresna ing Dewi Anjani, Dewi Windradi ingkang mboten liya nggehmenika ibunipun mboten kemutan wejangan saking Bhatara Surya. Piyambakipun nyukakaken pusaka kedewatan Cupumanik Astagina dhateng Dewi Anjani. Padahal nalika nyukakaken Cupumanik Astagina dhateng Dewi Windradi, Bhatara Surya sampun paring wejangan konjuk mboten angsal nunjukaken, napa malih ngabritaken pusaka kedewatan punika dhateng tiyang sanes, sinaosa punika putranipun piyambak. Amarga gedene rasa tresna ing Dewi Anjani, Dewi Windradi ingkang mboten liya nggehmenika ibunipun mboten kemutan wejangan saking Bhatara Surya. Piyambakipun nyukakaken pusaka kedewatan Cupumanik Astagina dhateng Dewi Anjani. Padahal nalika nyukakaken Cupumanik Astagina dhateng Dewi Windradi, Bhatara Surya sampun paring wejangan konjuk mboten angsal nunjukaken, napa malih ngabritaken pusaka kedewatan punika dhateng tiyang sanes, sinaosa punika putranipun piyambak. Menawi wejangan punika ngantos dilanggar, kedadosan ingkang mboten dikarepake badhe kedadosan tanpa saged dibendung malih. Perlu kita mangertosi bilih Cupumanik Astagina menika satunggaling pusaka kadewatan ingkang miturut para dewa mboten angsal ditingali utawi dipendhet dening manungsa. Larangan menika amargi Cupumanik Astagina, kejawi nggadhahi khasiat sekti ingkang linangkung ugi ing lebetipun ngandung wados kegesangan alam yektos uga alam kasuwargan. Kaliyan mbikak Cupumanik Astagina, langkung mangkokipun saged dipuntingal kaliyan yektos uga pertela gambaran swarga ingkang sarwa polos, suci uga kebak kanikmatan. Sawentara saking tutupe saged dipuntingal pertela sedaya kegesangan sedaya makluk ing jagad menika. Khasiat kasekten pusaka Cupumanik Astagina nggeh menika saged ngebaki sedaya ingkang dipuntedha dening ingkang kagungan."
38,"Raos tresna majeng putrinipun sampun ngesupenaken wejangan saking Bhatara Surya. Cerita saterusi banjur Dewi Windradi maringaken Cupumanik Astagina dhateng Dewi Anjani, kaliyan pesen kajengipun mboten nunjuke pusaka kesebat sinaosa dhateng bapakipun utawi dhateng adhi-adhinipun. Mukawis kalepatan dipuntumindakake dening Dewi Anjani. Samukawis dinten nalika piyambakipun badhe nyobi kesaktian saking pusaka Cupumanik Astagina, para tunggalipun nggeh menikaGuwarsa uga Guwarsi ningali menapa ingkang dipun tumindakake dening mbakyunipun. Kedadosana keribetan ing antawis piyambake sedaya sami rebutan pusaka Cupumanik Astagina. Anjani nangis banjur lapor dening ibune, sawentara menia Guwarsa uga Guwarsi wadul dening bapakipun. Malah kanthi emosi Guwarsa uga Guwarsi nuduh Resi Gotama mboten adil kaliyan anak. Tuduhan saking Guwarsa lan Guwarsi damel Resi Gotama sedhih uga prihatos, amergi piyambakipun rumaos mboten nate ndamel mekaten. enggal piyambakipun dawuh dening Jembawan, rencangipun konjuk nimbali Dewi Anjani uga Dewi Windradi. Amargi raos ajrih uga bektos dhateng bapakipun, Dewi Anjani ngabritaken Cupumanik Astagina dhateng Resi Gotama. Dewi Anjani banjur cerita, menawi pusaka punika paweweh saking ibunipun. Dewi Windradi mendel mboten mboten wantun matur saking pundi piyambakipun angsal pusaka kadewatan kesebat. Sikap Dewi Windradi menika ndamel Resi Gotama duka, ngantos ngutuk Dewi Windradi dados patung. Kaliyan kasektene, diuncalke patung punika, lan dhawah ing taman Argasoka keraton Alengka."
39,"Saksampunipun Durna gugur, para senapati bala tentara Kurawa ngangkat Karna dados Adipati. Karna ngadeg ing inggil kereta ingkang megah kaliyan Salya dados saisipun. Raos smangal lan kegagahan Karna dados kesatria mbangkitake maneh raos smangat tempur para bala Kurawa. Banjur perang kawiwitan malih. Ana ing sisih liya, Pandawa nyuwun wejangan dumateng para ahli ngelmu bintang kagem pados wayah ingkang sae kagem perang. Arjuna dadi panglima wonten perang nglawan Adipati Karna menika. Bima kelingan kelakuan ingkang sampun dipuntumindakake Dursasana marang Drupadi sahingga ndadosake emosinipun mboten saget dikendhaleni. Piyambakipun bucal pusaka banjur mlumpat datheng arah kereta Dursasana lan nubruk Dursasana kados macan ingkang saweg luwe. Dursasana dibanting ana lemah ngantos badanipun remuk. Lajeng Bima ugi matahaken asta Dursasana uga piyambakipun nguncalke badan ingkang kebak getih punika datheng tengah panggenan perang. Mboten namung mekaten lajeng, Bima ngebaki janjinipun ingkang sampun kaucap 13 taun ingkang kepengker. Bima lajeng ngisep uga nginum getih Dursasana kados kewan buas mangsa korbanipun. Kedadosan ingkang medeni punika ndamel gemeter sedaya ingkang ningali. Karna, kang katon dados ksatriya ageng punika ugi ajrih manahipun ningali Bima mbales dendamipun dening Dursasana. Sementara punika ing panggenan benten perang mboten kawon linangkungipun. Karna putra saking Batara Surya cucul pusakanipun panah datheng Arjuna. Panah punika nuju datheng Arjuna kados sawer ingkang kagungan ilat geni. Persis ing kala punika, Khrisna muter kereta ingkang dipun tumpaki dening Khrisna lan Arjuna ngantos mlebet lendhut. Panah Karna kirang sekedik kemawon ngengingi sirah Arjuna uga ngengingi kuluk senapati ingkang dipunagem dening Arjuna. Kuluk punika dhawah wonten siti. Rai Arjuna abrit amargi isin uga nesu. Piyambakipun enggal pasangaken anak panah ing busur konjuk manah Karna. Wayah guguripun Karna sampun dugi, kados ingkang sampun diramalaken saderengipun, roda kiwa kereta Karna dumadakan klelep mlebet lendhut. Piyambakipun enggal mlumpat saking kereta konjuk njunjung roda kretanipun. Karna mbengok: ""Tunggu! Roda kretaku mlebu lendhut."
40,"Kesatria ageng kaya sampeyan ora bakal nggunake kahanan iki. Aku arep mbenerke kretaku ndisik lagi kita bali tanding maneh. "" Arjuna katon ragu-ragu ningali kahanan menika. Sawentara punika Karna dados sekedhik bingung amargi kedadean punika. Piyambakipun dados eling kutukan ingkang diucapaken datheng piyambake. Wonten kahanan menika Krishna ngendika: ""Hey, Karna! Apik yen siro isih eling sikap kesatria! Nalika ing kahanan rekasa siro lagi kelingan sikap kesatria. Nanging nalika siro uga Duryudana, Dursasana lan Sengkuni nyeret Drupadi ana ruang panggihan lan ngisin-ngisinke piyambakipun, kenapa sampeyan nglalekake sikap punika? Siro melu ngewangi ndamu Dharmaputra, sing pancen seneng dolanan dadu nanging kurang pengalaman. Ing wektu kui ana ngendi sikap kesatriamu? Apa artine sikap kesatria nalika siro ngruyuk lan mateni Abimanyu? Hey, menungsa ala, aja ngomongke sikap kesatria merga siro ora tau duweni sikap kesatria!"" Wonten cerita wayang bahasa jawa Adipati Karna gugur ugi kaserat Nalika Krishna ngendika uga ndesek Arjuna konjuk enggal manah Karna, Karna namung sanguh ndungkluk lan mboten sanguh matur napa-napa. Tanpa suwanten, piyambakipun minggah ing kereta uga ngenengke roda keretanipun klelep lebet lendhut. Piyambakipun enggal nguculaken panah datheng Arjuna. Kanthi gelis Karna ngginakaken kesempatan punika konjuk ngleresaken kereta jaranipun. Nanging katingalipun takdir lan nasib sae nebih saking Adipati Karna punika. Roda punika mboten saget diangkat saking lendhut, senaosa Karna sampun ngagem sedaya tenaganipun. Lajeng, piyambakipun nyobi ngemut-emut japa Brahmastra paweweh Parasurama. Nanging, ing kala ingkang piyambakipun sanget mbetahaken, kados ingkang diramalaken dening Parasurama, Karna mboten kemutan japa punika. Krishna mbengok dening Arjuna: ""Arjuna, aja mbuwang-mbuwang wektu. Uculna panahe sampeyan lan pateni menungsa awon punika!"" Arjuna kanton ragu lan mangu. Tanganipun mboten pitados konjuk numindakake tindakan ingkang mboten mangilonaken sikap ksatria punika. Nanging nalika Krishna wicanten: ""Arjuna, nglampahi kajeng ingkang Maha Kwasa uga cucul panah uga natoni sirah Karna."
41,""" Krishna ingkang dawuh dening Arjuna supados mateni Karna nalika piyambakipun saweg menerake roda kereta saking lendhut. Miturut tata krama ing perang, tumindak kesebat mboten dipunleresaken, nanging sinten ingkang sanguh ngendha saking takdiripun? Wonten pungkasanipun, Arjuna cucul panah lan leres ngengingi sirah Karna. Karna gugur ana asta Arjuna."
42,"Waos Ugi: Cerita Anoman Dalam Bahasa Jawa Cerita wayang bahasa jawa Nakula Sadewa nyritakaken Kalih tokoh sedulur kembar ing donya pewanyangan Nakula lan Sadewa yaiku sosok ingkang wigati. SInaosa kanthi rupa kekalihipun kembar nanging kekalihipun nggadhahi kepribadian ingkang benten. Nakula ngrupikaken sosok ingkang pamendel uga menggalih saben hal menapa kemawon ingkang dipunnyambut damelaken piyambakipun salajeng dipunngerteni, dipunjarweni kanthi nglebet uga badhe ngaturaken penggalihanipun nalika dipuntedhani penggalihipun kemawon. Benten kaliyan Sadewa ingkang cerdas, lihai lebet crios kersa menggalih uga ngrupikaken pemimpin ingkang sae lebet ningkataken semangat senopati mawi prajurit ing peperangan. Ing Cerita wayang bahasa jawa Nakula Sadewa ugi kita aturaken bilih tuladha kepangajengan ingkang patut kita tuladhani yaiku kewasisan piyambake sedaya mimpen Negeri Sawojajar sesarengan tanpa wonten rebutan jabatan. Negeri Sawojajar awalipun yaiku gadhah lelembut kembar ingkang nduwe nami sapujagad uga sapulebu. Nalika kepanggih kaliyan Nakula lan Sadewa, lelembut Sapujagad lan Sapulebu rumaos sampun wancinipun piyambake sedaya kendel uga mileh radin kepejahan amargi sampun kepanggih kaliyan jiwa ingkang gathuk gumantosaken piyambake sedaya konjuk mangajengi Sawojajar ingkang nggadhahi siti wiyar, aneka taneman jampi ( Nakula uga Sadewa nggadhahi pangasumerepan babagan jampi), ugi langkung subur dipunantawis wilayah Negeri Amarta. Mboten namung punika, Nakula lan Sadewa ugi angsal bebingah berupa kalih istana warisan saking Sapujagad uga Sapulebu ingkang wiyar ugi megah, wonten sakiwo-tengenipun wit sawo urip kanthi rapi ngadeg jejek lan jejer. Nakula lajeng maringi kraton kanthi nami ""Sawojajar"", lajeng Sadewa maringi kratonipun kaliyan nami Bumi Retawu. Waos Ugi: Cerita Wayang Mahabarata Bahasa Jawa Lengkap Rukun, uga sami pangertosan yaiku sifat ingkang patut dados tuladha kegesangan paseduluran ing rikala menika. Nggadahi kekuwaosan, kraton, siti ingkang wiyar uga subur mboten ndamel kembar sedherekan niki sami rebutan konjuk kagem nguasani setunggal kaliyan satunggalipun. Malah-malah, wilayah Negeri Sawojajar ugi mboten lajeng dipunpalih kados radin pamanahan masyarakat modern sakmenika."
43,"Piyambake sedaya nggadhahi visi lan misi ingkang pertela konjuk ndadosaken Negeri Sawojajar maju tanpa kedah mbagi dadi loro, pepatah setunggal prahu kalih nahkoda mboten majeng kunjuk piyambake sedaya. Cerita wayang bahasa jawa Nakula Sadewa ugi ngaturaken bilih Ing ngajeng rakyatipun kekalihipun salajeng kompak lebet saben pamendhetan keputusan. Sadewa ingkang rumaos langkung enem menawi rumaos enten hal ingkang rekaos konjuk piyambakipun putusken salajeng nyuwun penggalih uga ngabritaken piyambakipun dhateng Nakula. Mekaten ugi Nakula ingkang rumaos nggadhahi kekirangan sahingga keputusan menapa kemawon tansah dipun aturaken dening sedulur kembare yaiku Sadewa. Kanthi mekaten Nagari Sawojajar dados negari ingkang maju lan rakyatipun makmur, ayem, tentrem kanthi siti ingkang subur. Rukun, uga sami pangertosan yaiku sifat ingkang patut dados tuladha kegesangan paseduluran ing rikala menika. Nggadahi kekuwaosan, kraton, siti ingkang wiyar uga subur mboten ndamel kembar sedherekan niki sami rebutan konjuk kagem nguasani setunggal kaliyan satunggalipun. Malah-malah, wilayah Negeri Sawojajar ugi mboten lajeng dipunpalih kados radin pamanahan masyarakat modern sakmenika. Piyambake sedaya nggadhahi visi lan misi ingkang pertela konjuk ndadosaken Negeri Sawojajar maju tanpa kedah mbagi dadi loro, pepatah setunggal prahu kalih nahkoda mboten majeng kunjuk piyambake sedaya. Cerita wayang bahasa jawa Nakula Sadewa ugi ngaturaken bilih Ing ngajeng rakyatipun kekalihipun salajeng kompak lebet saben pamendhetan keputusan. Sadewa ingkang rumaos langkung enem menawi rumaos enten hal ingkang rekaos konjuk piyambakipun putusken salajeng nyuwun penggalih uga ngabritaken piyambakipun dhateng Nakula. Mekaten ugi Nakula ingkang rumaos nggadhahi kekirangan sahingga keputusan menapa kemawon tansah dipun aturaken dening sedulur kembare yaiku Sadewa. Kanthi mekaten Nagari Sawojajar dados negari ingkang maju lan rakyatipun makmur, ayem, tentrem kanthi siti ingkang subur. Wonten Cerita wayang bahasa jawa Nakula Sadewa ugi kita serataken bilih bubungan pasedherekan ingkang erat ugi piyambake sedaya tunjukaken majeng tigang sedherek ingkang benten, Yudhistira, Bima, uga Arjuna. Sinaosa benten ibu, piyambake sedaya tansah taat uga patuh datheng kakang-kakange sedaya."
44,"Ketingal nalika Yudhistira ngetohke Amarta lebet jebakan wektu dolanan dadu kaliyan kurawa, sinaosa enten raos mboten puas nanging piyambake sedaya ngurmati keputusan Yudhistira, sisan angsal hukuman amargi keconangan dolanan dadu, kekalihipun ugi ndherek sareng pandawa konjuk nglampaho pambucalan salebetipun telulas taun uga penyamaran salebetipun kalih taun. Kasetyan majeng sedherekan ugi dipuntunjukaken nalika geger Perang Bharatayuda. Piyambake sedaya ugi tulus nderek perang sareng ngadepi pak-lik'e piyambak sedaya yaiku Prabu Salya mboten sanes kejaba sederekipun Dewi Madrim. ngantos akhiripun Prabu Salya pejah lan paring wasiat dhateng Nakula konjuk gumantosaken kedudukan raja Prabu Salya ing Negeri Mandraka amargi Prabu Salya mboten nggadhahi Putra. Lajeng Sawojajar sakebakipun diserahaken dhateng Sadewa. Ngantos akhir cerita Mahabharata utawi sami kaliyan Cerita wayang bahasa jawa Nakula Sadewa menika, Nakula uga Sadewa nalika sepuh piyambake sedaya setya konjuk ndherek mawi sareng kakang-kakangipun uga Dewi Dropadi konjuk numindakake laku munggah Himalaya konjuk mangker saking ndunya saksampune sedaya waris Negeri gadhah Pandawa diwarissake dhateng setunggal-setunggalipun keturunan saking Pandawa yaiku Parikesit wayah saking Arjuna amargi sedaya anak Pandawa tilar wanci perang Bharatayuda rumiyen."
45,"Diceritakake, para pandawa saweg ngremeng uga tapa ing wana salebetipun telulas taun saksampune kawon anggenipun perang kaliyan kurawa. Kala menika, mboten enten arjuna, amargi piyambakipun saweg bertapa ing setunggal redi (mbenjang badhe angsal senjata pasopati saking dewa syiwa). Semanten dangu pandawa mlampah ing wana, ngantos mukawis dinten drupadi mboten saged nahan gerah ingkang dipunrekaos dening badanipun. Piyambakipun enggal kendel konjuk ngaso. Wonten kala ngaso, drupadi ngambung ambet sekar ingkang arum sanget, kirangan saking pundi dathengipun. Piyambakipun ngersakaken sekar punika konjuk dipuntanem malih ing kethektonipun saksampune masa ngremeng piyambake sedaya ing wana sampun rampung. Mila piyambakipun nyuwun dhateng bima konjuk madosikaken sekar punika, kagem dipuntanem ing kethekton. Ing cerita wayang bahasa jawa anoman saklajenganipun. Mboten kersa sedherekipun paling utami drupadi rekaos, bima nuruti panedha drupadi. Piyambakipun mengker para sedherekipun, ndhereki ambet sekar ingkang arum punika. Ngantosa bima ing setunggal wana uga piyambakipun nemoni setunggal radin ingkang katingalipun nuju datheng panggen sekar-sekar punika, Ananging piyambake mboten saged ngliwati radin punika, amargi ing madya radin enten kethek ageng nduwe welaj sae saweg tilem ing radin. Bima bola-bali nangekaken uga ngengken kethek punika kesah, kajengen piyambakipun saged lewat radin punika. Kethek ageng punika nedha kajengen bima welas datheng piyambake amergi piyambakipun sampun sepuh, mboten saged wungu saking tilemipun. Piyambakipun ugi micanteni bima konjuk mboten njangkah langkung tebih malih, amergi radin punika namung badhe ndhatengaken kepejahan kunjuk bima. Nanging ksatria pandawa punika mboten gubris menapa ingkang diaturake dening kethek menika, piyambakipun rumaos piyambakipun paling linangkung uga paling kiyat. Akhiripun wonten cerita bahasa jawa anoman menika kethek ageng punika wicanten dhateng bima, ""singkirke buntutku yen sampeyan mboten kersa njangkahi kula sami kaliyan ingkang sampun dipunwucalaken dening kitab weda,"" Bima rumaos pitados badan saged menyingkirkan buntut ingkang katon enteng uga mboten enten masalah menapaa menika."
