,text_jw
21,"Ing Tanah Jawa ing wektu iku akeh palabuhan rame, kayata: Tuban, Sedayu; Canggu. Nalika jamane ratu iki ing bawah karaton Majapait kena dibasakake ungsum kraman. Para satriya kang melu lara lapa dhek jamane Raden Wijaya saiki ora oleh ati, awit Sang Prabu mung anggega aturing nayakane kang aran Mahapati, wasana para satriya mau banjur genti genti padha ngraman, nanging temahan asor jurite. Ing tahun 1328 Sang Prabu seda, dicidra ing dukun kang didhawuhi ambedhel salirane. Sasedane Prabu Jayanegara kang gumanti sadhereke putri, kang sesilih Bhreng Kauripan banjur jejuluk Jayawisynuwardhani. Sang nata dewi krama oleh satriya, kekasih Kartawardhana, misuwur pinter, sregep lan jejeg penggalihe. Sang Pangeran diangkat dadi panggedhening jaksa lan oleh lungguh bumi Singasari sawewengkone. Gajahmada dadi warangkaning ratu. Karepe Gajahmada arep nungkulake satanah Jawa kabeh lan pulo pulo sakiwatengene. Ora let suwe yaiku tahun 1334 Sumbawa lan Bali bedhah banjur kabawah marang Majapait, mangka Bali nalika samana wis mbawahake Lombok, Madura, Blambangan lan Selebes sabageyan. Senapatining prajurit kang ngelar jajahan ing sajabaning Jawa aran Nala. Ing tahun 1334 Sang Raja putri mbabar miyos kakung diparabi Ayam Wuruk, kang banjur dijumenengake Nata, nanging isih diembani kang ibu nganti tekan tahun 1350."
22,"wit saking gedhene lelabuhane Patih Gajahmada, nagara Majapait saya suwe saya misuwur kuwasane. Prabu Ayam Wuruk tetep jumeneng ratu agung binathara ngereh sapepadhaning ratu. Sang Nata krama oleh nakdhereke piyambak kang wewangi Retna Susumnadewi. Para santanane padha ginadhuhan tanah dhewe dhewe ing samurwate. Dene kuwajibane para santana utawa adipati mau ing mangsa kang wus ditamtokake kudu ngadhep ing panjenengane Nata, mulane kabeh padha duwe dalem becik becik ana ing Majapait, muwuhi asrining nagara. Ing jaman iku ana pujangga kraton aran ""Prapanca"" (Budha). Ing tahun 1365 pujangga iki nganggit layang kang aran Nagarakertagama. Ana maneh pujangga aran Empu Tantular nganggit layang Arjunawiwaha. Majapait ing wektu iku emeh mbawahake satanah Indhiya Wetan kabeh, kayata: Tanah Jawa Wetan lan Tengah, Sumatra, wiwit Lampung tekan Acih (Perlak), Borneo (Banjarmasin), Selebes (Banggawai, Salaiya, Bantaiyan), Flores (Larantuka), Sumbawa (Dompo), saparoning Malaka sabageyaning Nieuw Guinea. Tanah Sundha ora ditelukake. Kang jumeneng ratu ana ing tanah Sundha mau ajejuluk Prabu Wangi, putrane putri dilamar Prabu Ayam Wuruk iya dicaosake, ananging Prabu Wangi banjur pasulayan karo Patih Gajahmada, nganti dadi perang. Prabu Wangi seda ing paprangan lan akeh punggawane kang mati ana paprangan; ewadene tanah Sundha ora dibawah Majapait, isih madeg dhewe ing sateruse."
23,"Ing Jaman samono paro ajar utawa pandhita (agama Budha utawa Syiwah) melu nindakake paprentahan nagara, mulane padha diparingi lungguh bumi dhewe dhewe kang diarani bumi: Pradikan. Padesan ing sakubenging candhi utawa padhepokaning para pandhita lumrahe uga dadi bumi pradikan, wonge diwajibake jaga lan ngopeni candhi padhepokan mau. Kawula liyane padha kena pajeg prapuluhan (saprapuluhing pametuning bumine), lan kena ing pagaweyan gugur gunung lan sapepadhane. Pajeg rajakaya, pajeg panggaotan lan tambangan ing wektu samono iya wis ana. Pametoning praja gedhe banget, perlu kanggo ragad perang lan kanggo kapraboning Sang Nata sarta kanggo yeyasan nagara, kayata: kraton, gedhong gedhong, pasanggrahan pasanggrahan lan liya liyane. Ing nagara Majapait wis akeh omah kang becik becik, payone sirap, dene omah kang lumrah padha apager gedheg, ananging ing jero racake ana pethine watu kang santosa perlu kanggo nyimpen barange kang pangaji. Wong wong dhek jaman samono padha doyan nginang, senengane padha tuku bala pecah saka juragan Cina, pambayare nganggo dhuwit sing diarani Kepeng. Wong lanang padha ngore rambut, wong wadon gelungan kondhe. Wiwit enom wong wong padha nganggo gegaman keris, lan gegaman iku kerep diempakake. Wong yen mati jisime diobong, yen sing mati iku bangsa luhur utawa wong sugih bojo bojone (randha randhane) padha melu obong. Ora adoh saka nagara ana papan kanggo adu adu kewan utawa uwong utawa kanggo karameyan liya liyane. Papan iku arane ""Bubat"" Sang Nata kerep lelana tinggal nagara, ing Blambangan saurute iya tau dirawuhi. Prakara perdagangan iya dadi gedhe banget, awit saka majuning lelayaran kagawa saka kehing nagara nagara kang kabawah ing Majapait sing kelet letan sagara. Bab kagunan, kayata: ngukir ukir sapepadhane, kombule ing Tanah Jawa Wetan dhek pungkasane abad kang katelulas, lan ing wiwitane abad kang pat belas, mung bae panggawene reca reca kang apik apik iku nganggo tuntunaning wong Indhu utawa nurun kagunan Indhu."
24,"Cekaking carita: Nalika panjenengane Prabu Ayam Wuruk iku, Majapait lagi unggul unggule, samubarang lagi sarwa onjo. Prabu Ayam Wuruk tilar putra kakung miyos saka selir asma ""Bhre Wirabhumi"" jumeneng Nata ana ing bageyan kang wetan. Dene kang nggenteni keprabon Majapait putra mantune Sang Nata, ajejuluk Wikramawardhana (tahun 1389 - 1400). Ing tahun 1400 Sang Prabu seleh keprabon, kersane arep mandhita, ananging sapengkere Sang nata, putra lan sentanane padha rebutan nggenteni keprabon. Prabu Wikramawardhana banjur kapeksa kundur jumeneng ratu maneh nganti tekan tahun 1428. Sajroning jumeneng sing keri iki Sang Prabu nerusake merangi santanane kang wus kabanjur ngraman nalika Sang Prabu jengkar saka kraton. Rehning perang iki nganti suwe dadi nganakake kapitunan akeh lan karusakan gedhe, awit teluk telukan ing tanah sabrang banjur padha wani mbangkang wus ora gelem kabawah Majapait. Tataning kawula iya banjur rusak. Prakara paten pinaten wis dadi lumrah. Akeh wong main lan adu jago totohane gedheni. Ing tahun 1428 - 1447 kang jumeneng nata ratu putri jejuluk Retna Dewi Suhita, putrane Prabu Wikramawardhana saka garwa paminggir. Teruse banjur banjur Prabu Kertawijaya (1447 - 1452) lan maneh Prabu Bhra Hiyang Purwawisyesa (1456 - 1466), Pandan Salas (1446 - 1468), banjur Prabu Bhrawijaya V (1468 - 1478). Mungguh babade ratu ratu kang wekasan iki ora terang, mulane ora disebutake. Ana ratu ing nagara Keling (salor wetane Kedhiri, sakidul kulone Surabaya) jejuluk Prabu Ranawijaya Giridrawardhana ngelar jajahan nelukake Jenggala, Kedhiri lan uga mbedhah Majapait (tahun 1478). Bedhahe Majapait iku kuthane ora dirusak, awit ing tahun 1521 lan 1541 nagara Majapait isih kecrita kutha kang gedhe. Suwe suwe kutha Majapait dadi rusak, awit wong wonge kang ora seneng kaereh ing kraton liya, padha genti genti ninggal negarane, nglereg marang tanah Bali. Saiki Majapait mung kari patilasan bae, awujud pager bata tilas mubeng lan tilas gapura (Candhi Tikus, Bajang Ratu)."
25,"Isih sajroning jaman Majapait, agama Islam wis mlebu saka sathithik, saya suwe saya bisa ngalahake dayaning agama Indhu ana ing Jawa Wetan. Mungguh kaananing tanah Sundha ing wektu iku ora pati kasumurupan. Sawise krajan Tarumanagara dhek abad 4 lan 5, mung ana kang kacarita krajan Sundha ing tahun 1030 nagarane kira kira ing Cibadhak. Enggone ora ana wong manca kang mlebu mrono, marga saka kehing bajag kang padha nganggu gawe ing sauruting pasisir. Ing Priyangan sisih wetan ana krajane aran Galuh, kang ngadegake ayake ratu aran Pusaka, ratu liyane jejuluk Wastukencana lan Prabu Wang(g)i. ing tahun 1433 Sang Ratu Dewa iya Raja Purana, ngadegake kutha anyar aran Pakuan (Batutulis). Karajan iki aran Pajajaran. Tulisan kang ana ing watu kono nerangake manawa Sang Prabu yasa segaran. Pajajaran semune krajan rada gedhe lan ngerehake Cirebon barang."
26,"iwitane ing Tanah Jawa ana agama Islam ing antarane tahun 1400 - 1425. Ing tahun 1292 ing tanah Perlak ing pulo Sumatra wis ana wong Islam; ing tahun 1300 ana wong Islam manggon Samudra Pasei. Ing pungkasane abad kang ping 14 ing Malaka iya wis ana wong Islam. Tekane padha saka Gujarat. Saka Malaka kono agama Islam mencar marang Tanah Jawa, tanah Cina, Indhiya Buri lan Indhiya Ngarep. Kang mencarake agama Islam ing Tanah Jawa dhisike yaiku sudagar Jawa saka Tuban lan Gresik, kang padha dedagangan ing Malaka, padha sinau agama Islam, dadine Islam terkadhang sok kepeksa. Sudagar sudagar jawa mau padha bali marang Tanah Jawa Wetan, sudagar Indhu lan Persi uga ana sing teka ing kono lan nuli mencarake agama Islam marang wong wong. Sing misuwur yaiku: Maulana Malik Ibrahim (wong Persi?), seda ana ing Gresik ing tahun 1419, nganti saiki pasareane isih. Bareng kuwasane karaton Majapait saya suwe saya suda, para bupati ing pasisir rumangsa gedhe panguwasane, wani nglakoni sakarep karep."
27,"Para bupati mau lumrahe wis padha Islam wiwit tumapaking abad kaping 16 (tahun 1500 - 1525), Jalaran saka iku kerep bae perang karo para raja agama Indhu kang manggon ing tengahing Tanah Jawa. Miturut carita: Sang Prabu Kertawijaya ing Majapait iku wis tau krama karo putri saka ing Cempa (tanah Indhiya Buri). Putri mau kapernah ibu alit karo Raden Rahmat utawa Sunan Ngampel (sacedhake Surabaya). Sunan Ngampel kagungan putra kakung siji, asma Sunan Bonang, lan putra putri siji, asma Nyai Gedhe Malaka. Nyai Gedhe Malaka iku marasepuhe Raden Patah utawa Panembahan Jimbun, yaiku kang sinebut: Sultan Demak kang kapisan. Sunan Ngampel lan Sunan Bonang iku dadi panunggalane para wali. Para wali mau kang misuwur: Sunan Giri (sakidul Gresik), ana ing kono yasa kedhaton lan mesjid; Ki Pandan Arang (ing Semarang) lan Sunan Kali Jaga (ing Demak). Ing tahun 1458 ing Demak wis ana mesjid becik. Padha padha bupati ing pasisir pati Unus iku kang kuwasa dhewe. Pati Unus uga kasebut Pangeran Sabrang Lor. Iku putrane Raden Patah utawa Panembahan Jimbun. Ing tahun 1511 Pati Unus mbedhah Jepara, Ing tahun 1513 nglurugi Malaka. Enggone tata tata arep nglurug mau nganti pitung tahun lawase. Lan bisa nglumpukake prau kehe nganti sangang puluh lan prajurit 12. 000, apadene mriyem pirang pirang. Nanging panempuhe bangsa Portegis ing Malaka nggegirisi, nganti Pati Unus kapeksa bali lan ora oleh gawe. Pati Unus ing tahun 1518 uga ngalahake Majapait nanging Majapait dhek samana pancen wis ora gedhe. Kuthane ora dirusak, mung pusaka kraton banjur digawa menyang Demak sarta Pati Unus ngaku nggenteni ratu Majapait. Ing tahun 1521 Pati Unus seda isih enem lan ora tinggal putra. Kang gumanti rayi let siji yaiku Raden Trenggana, jalaran rayine tumuli: Pangeran Sekar Seda Lepen, wis disedani putrane raden Trenggana, kang aran Pangeran Mukmin."
28,"Sajroning jumenenge Sultan Trenggana (tahun 1521 - 1550) karaton Demak kuwasa banget, nguwasani Tanah Jawa Kulon, ngereh kutha kutha ing pasisir lor lan uga mbawahake jajahan Majapait, sarta karaton Supit Urang (Tumapel) uga banjur kaprentah ing Demak. Dene Blambangan iku bawah Bali. Pelabuhan bawah Demak akeh sing rame, kayata: Jepara, Tuban, Gresik lan Jaratan. Gresik lan Jaratan iku sing rame dhewe, wong kang manggon ing kono luwih 23. 000. Ing tahun 1546 Sunan Gunung Jati kalawan Sultan Trenggana arep mbedhah Pasuruwan. Kutha Pasuruwan banjur kinepung ing wadya bala, nanging durung nganti bedhah, pangepunge diwurungake, jalaran Sultan Trenggana seda cinidra dening sawijining punakawan santana, kang mentas didukani. Putrane Sultan Trenggana akeh. Putra putrine padha krama oleh priyayi gedhe gedhe. Ana sing krama oleh bupati ing Pajang, kang asma: Adiwijaya, yaiku Mas Krebet, Ki Jaka Tingkir utawa Panji Mas. Putrane Sultan Trenggana loro: Pangeran Mukmin utawa Sunan Prawata, lan Pangeran Timur, kang ing besuke dadi adipati ing Madura. Sunan Prawata iku kang nyedani Pangeran Sekar Seda Lepen. Ing semu putrane Pangeran Sekar Seda Lepen kang asma Arya Panangsang arep malesake sedane kang rama. Sakawit Arya Panangsang nyedani Pangeran Mukmin sagarwane, nuli putra mantune Sultan Trenggana, ora oleh gawe, malah Arya Panangsang bareng dipapagake perang, kalah nemahi pati. Adiwijaya banjur nguwasani Tanah Jawa: amboyong pusaka kraton menyang Pajang lan nuli dijumenengake Sultan dening Sunan Giri. Nalika Adiwijaya jumeneng ratu ana ing Pajang, blambangan lan Panarukan kabawah ratu agama Syiwah ing Blambangan, kang uga mbawahake Bali lan Sumbawa (tahun 1575). Jajahan jajahan ing Pajang kaprentah ing pangeran (adipati) yaiku: Surabaya, Tuban, Pati, Demak, Pemalang (Tegal), Purbaya (Madiyun), Blitar (Kedhiri), Selarong (Banyumas), Krapyak (Kedhu sisih kidul kulon, sakulone bengawan Sala. Ana ing tanah Pasundhan karaton Pajang meh ora duwe panguwasa, jalaran ing tahun +/- 1568 tanah Banten dimerdikakake dening Hasanuddin, dadi tanah kasultanan."
29,"na wong linuwih sinebut Kyai Gedhe Pamanahan, asale mung wong lumrah bae. Jalaran saka akeh lelabuhane marang Sultan Pajang, banjur didadekake patinggi ing Mataram. Nalika iku tanah Mataram durung reja lan Pasar Gedhe, padunungane Kyai Pamanahan mau isih awujud desa. Putrane Kyai Gedhe Pamanahan kang asma Sutawijaya utawa Raden Bagus, utawa Pangeran Ngabehi Loring Pasar iku dipundhut putra angkat dening Sultan Pajang lan nganti diwasa tansah ana ing kraton , dadi mitrane Pangeran Pati yaiku Pangeran Banawa. Ing tahun 1575 Sutawijaya gumanti kang rama ana ing Mataram, oleh jejuluk Senapati Ing Ngalaga Sahidin Panatagama. Panembahan Senapati (Sutawijaya) mau banget ing pangarahe supaya bisa jumeneng ratu."
30,"Ing sasi Mulud ora ngadhep marang Pajang, lan Pasar Gedhe didadekake beteng, ndadekake kuwatire Sultan Adiwijaya. Kelakon ora suwe banjur peperangan, Adiwijaya kalah lan ing tahun 1582 seda jalaran karacun. Pangeran Banawa ora wani nglawan Senapati. Senapati banjur ngaku jumeneng Sultan, sarta pusakaning kraton kaelih marang Mataram. Senapati ngerehake Mataram ing tahun 1586 - 1601. Jajahan jajahan karaton Pajang kang wis kasebut ndhuwur kaerehake ing Mataram kanthi ngrekasa banget. Senapati kepeksa kudu kerep perang, kayata: perang karo Panaraga, Madiyun, Pasuruwan lan luwih luwih karo Blambangan. Ewadene Blambangan iku ora bisa kalah babar pisan. Karo Senapati memitran. Banten arep ditelukake, nanging ora bisa kalakon. Galuh pineksa kareh Mataram. Ing nalika iku akeh kutha kutha pelabuhan kang rame, padha ditekani wong Portegis, ora lawas wong Walanda iya padha nekani ing kono. Dedagangane mrica, pala, cengkeh, kapas lan barang barang liyane akeh, nanging bab kawruh lan kagunan ora pati diperduli. Ing tahun 1601 Senapati seda, kang gumanti putra Mas Jolang. Pasareyan Senapati nunggal kang rama ana ing Pasar Gedhe sarta padha pinundi pundhi. ng wiwitane abad kang ping 16 ing Tanah Jawa Kulon ana nagara aran Pajajaran, Kutha aran Pakuan. Kutha pelabuhan iya duwe, yaiku Banten lan Sundha Kalapa, nanging dedagangane durung rame. Awit saka Malaka ing tahun 1511 kacekel ing bangsa Portegis, para sudagar Islam padha dedagangan ana ing pasisire lor Tanah Jawa Kulon. Ing Banten nuli ana pedagangan gedhe, dagangane mrica. Ing nalika iku ana wong Pasei (Sumatra), agamane Islam, teka ing Tanah Jawa Kulon merangi ratu ing Pejajaran nganggo prajurit saka ing Demak. Wong Pasei mau ing tembene aran Sunan Gunung Jati, maune bok menawa aran Faletehan. Iku ipene Raden Trenggana. Marga saka pitulungane Raden Trenggana ing tahun 1527 bisa mbedhah Sundha Kalapa (Jayakarta utawa Jakarta) lan Cirebon. Ing tahun 1552 Sunan Gunung Jati ing Banten digenteni kang putra Hasanuddin."
31,"Dene putra liyane kang asma Pangeran Pasarean, iku kang nurunake para Sultan ing Cirebon. Faletehan seda ing tahun 1570 ana ing Cirebon lan disarekake ana ing punthuk Gunung Jati. Kutha Pakuan bedhahe sawise tahun 1570. Para wong ing Tanah Jawa Kulon banjur dipeksa manjing agama Islam."
32,"Nalika Faletehan seda kang jumeneng Sultan ing Cirebon Panembahan Batu, yaiku buyute Faletehan mau. Hasanuddin iku krama oleh putrine Pangeran Trenggana. Bareng Pangeran Trenggana seda, karaton Banten banjur madeg dhewe (tahun 1568). Hasanuddin uga nelukake Lampung, sarta raja Indrapura ngaturake putrane putri minangka garwa. Kutha Banten dadi rame lan pelabuhane gedhe. Ananging kutha urut pasisir ana 750 M, dene ujure marang dharatan +/- 1600 M. Prau prau bisa lumebu ing kutha metu ing kali kang nrajang kutha mau; saiki kaline wis waled, jalaran wedhi. Kutha mau kang sasisih dipageri lan ana gerdhu gerdhune panggonan prajurit jaga tuwin panggonan mriyem. Hasanuddin seda ing tahun 1570, banjur kasarekake ing Sabakingking. Kang gumanti kaprabon Pangeran Yusup. Nalika iku wong Banten yen nandur pari lumrahe ana ing pategalan (ladhang). Sawise dieneni parine banjur ora ditanduri maneh, wong wonge banjur golek panggonan liya digawe ladhang, yen wus panen iya diberakake maneh, enggone nanduri iya kaya kang wis mau. Sing kaya mangkono iku tumraping lemahe mesthi bae ora becik. Bareng Pangeran Yusup jumeneng Sultan, wong wong padha didhawuhi sesawah. Jalaran saka iku wong tani iya kapeksa milih panggonan sing tetep, ora pijer ngolah ngalih, iku njalari anane desa desa. Pangeran Yusup uga dhawuh yasa bendungan lan susukan susukan perlu kanggo ngelebi sawah. Sing mbedhah kutha Pakuan iku iya Pangeran Yusup. Ratu ing Pakuan seda, para luhur ing kono kapeksa mlebu Islam. Saweneh ana sing ngungsi marang pagunungan ing Banten Kidul; wong Beduwi iku turune wong wong sing padha ngungsi mau. Pangeran Yusup lumrahe karan Pangeran Pasareyan (tunggal jeneng karo kang paman ing Cirebon). Ing sasedane Pangeran Yusup, Pangeran Jepara utawa Pangeran Arya anjaluk jumeneng Sultan, nanging ora bisa kelakon, jalaran saka setyane Mangkubumi (Patih) ing Banten marang Pangeran Yusup. Kang gumanti Pangeran Yusup, putra kang sisilih Maulana Mohamad."
33,"Nalika iku yuswane lagi 9 tahun, mulane nganggo diembani ing Mangkubumi. Sing marentah kutha Jakarta sebutan Pangeran, dhisike Ratu Bagus Angke lan tumurun marang putra. Kutha mau kinubeng ing pager, ing jerone pager ana mesjide omah gedhe sing didalemi sang Pangeran, alun alun lan pasar. Iku mau kabeh dumunung ing pusering kutha. Dagangane ora pati rame kaya ing Banten. Tanah tanah sakubenge kutha isih kebak buron alas. Cirebon iku uga ngreka daya bisane mardika saka Banten. Sultan Cirebon mbawahake saperangane tanah Priyangan. Watese kang wetan Banyumas, kang kulon Cimanuk (Citarum),. Bareng sepuhe, Pangeran Mohamad ditresnani ing kawula, jalaran saka mursid lan wasis. Sang papatih Jayanagara banget setya marang ratune. Nalika iku Sultan Mohamad diaturi nglurugi Palembang dening Pangeran Mas, wayahe Sunan Prawata, Sandyan patihe malangi, nanging Sultan Mohamad ngrujuki; kalakon ing tahun 1596 Palembang dilurugi. Wadyabala ing Banten wis ngira bakal menang, dumadakan nalika Sultan Mohamad pinuju dhahar, kataman ing mimis, ndadekake sedane. Sedane mau digawe wadi, mung wadyabala diundangi bali marang Banten. Bareng layon arep disarekake, ing kono wong wong lagi ngerti yen Sultan seda, lan ing wektu iku uga Pangeran Abulmafachir dijumenengake Sultan, nanging yuswane lagi sawatara sasi, mulane pamarentahing nagara kacekel ing Mangkubumi, maneh dibantoni ing Nyai Emban Rangkung, kang jalaran saka wicaksanane karan: Ratu Putri Ing Banten. Ing pungkasane abad kang ping 16 Banten iku dadi kutha pedagangan kang rame dhewe ing saTanah Jawa. Wong manca kang ana ing kono: wong Persi, wong Indhu saka Gujarat, wong Turki, Arab, Portegis, Melayu lan wong Keling. Wong wong ngamanca mau lumrahe ngingu batur tukon lan juru basa. Luwih luwih wong Cina, ing Banten akeh banget. Bangsa Cina manggone ana sajabaning temboking kutha, lan omahe apik apik. Panggaotane wong manca padha kulak mrica. Sing nganakake dhuwit timbel (keteng, gobang) ing Banten iya wong wong ngamanca mau. Dhuwit timbel 1."
34,"00 pengajine +/- 20 sen. Pangan ing Banten murah banget, dhuwit 20 sen bae tumraping wong ngamanca, wis turah turah. Hawane ing kutha ora becik, jalaran kali Banten ing biyene becik, banjur dadi cethek lan reged. Dalan dalan padha kurugan ing wedhi, omah omahe isih gedheg, mung senthonge pasimpenan wis tembok. Para priyayi padha duwe pakarangan isi wit krambil, sangarepe omah ana pendhapane lan ing pojoking latar sok ana langgare. Kejaba mesjid gedhe lan pamulangan, ing Banten mung ana omah gedhong siji, yaiku omahe Syahbandar. Kajaba para luhur, wong kang ngibadah ing Banten ora akeh. Para luhur padha ngagem sarung sutra, (terkadhang sinulam ing benang emas) serban lan keris, kenakane diingu dawa, wajane dipasahi lan tinretes ing mas utawa disisigi. Ngageme sepatu utawa selop mung yen ana ing daleme bae. Pandereke ana sing ngampil wadhah kinang, kendhi, payung, lampit lan tumbak. Para luhur mau (para punggawa) padha milu ngereh praja. Ing mangsa perang para prajurit oleh kere, sandhangan lan pangan. Para punggawa mau padha ngingu batur tukon akeh. Ing Banten sing nyambut gawe temenan mung para batur tukon, wong cilik liyane meh ora nyambut gawe, mulane padha ora kacukupan. Yen ana wong ora bisa mbayar utange, iku banjur dadi batur tukon saanak bojone. Wong kemalingan ing Banten akeh; maling kang kacekel, kena nuli dipateni. Wong kang dosa pati, kena nebus dosane sarana mbayar dhendha marang Sultane. Yen ana wong lanang mati, Sultan wenang mundhut anak bojone wong mau. Jalaran saka iku akeh wong isih kenomen padha omah omah. Kuwasane Sultan Banten gedhe banget, nanging prakara nagara lumrahe dirembug karo para luhur; pangrembuge wayah bengi ana ing alun alun. Para luhur mau kang kuwasa banget Mangkubumi (patih), laksamana (panggedhene prau lautan) lan senapati. Ing jaman samana kaanane kutha kutha ing Tanah Jawa kurang luwih iya memper karo kutha Banten iku."
35,"iwit jaman Rum mula wong Asia iku wis wiwit lawanan dedagangan lan wong Europa. Dagangan saka Asia Wetan, kayata: Tanah Indhu, Cina, apadene kapulowan Moloko digawa ing kafilah, metu ing Afganistan, Persi, Syrie (Sam), banjur menyang Egypte (Mesir), jujuge ing Alexandrie. Dagangan mau saka kono banjur dikirimake menyang kutha kutha pelabuhan ing sapinggire Sagara Tengah, kayata: Rum, Venetie lan Genua; banjur disebarake ing nagara liya ing Europa. Lakune kafilah saka Hindustan ngrekasa banget, jalaran ana ing dalan kesuwen, mangka kerep diadhang ing begal. Marga saka iku pametune tanah Asia ana ing Europa dadi larang banget, samono uga bumbon saka kapulowan Moloko. Bareng wong Turki melu melu gawe kasusahaning kafilah mau, bangsa bangsa Europa liyane banjur arep mbudi akal bisane oleh dagangan saka tanah Asia dhewe ora nganggo metu dharatan, dadi arep ngambah sagara bae. Nalika abad kang kaping 15 ing tanah Europa wus ana bangsa kang kendel banget lelayaran, yaiku bangsa Portegis. Bangsa iku enggone lelayaran saya suwe saya mangidul, nganti nemu pulo lan tanah pirang pirang enggon, wasana pasisire tanah Afrika kang sisih lor kulon wus kawruhan kabeh. Ing tahun 1486 ana nakoda bangsa Portegis aran Bartholomeus Dias, bisa tekan ing pongole buwana Afrika kang sisih kidul dhewe."
36,"Ing Tahun 1498 kelakon ana nakoda Portegis aran Vasco de Gama tekan ing Kalikut kutha ing tanah Indhu. Wong Portegis nuli miwiti lelawanan dedagangan lan wong Indhu, lan nenelukake kutha pelabuhan kang rame rame ing tanah Indhu kono. d'Albuquerque kang wus katetepake jumeneng Prabu anom ing Asia nuli ngumpulake prau perang kanggo merangi kutha kutha pelabuhan; Goa, Ormus lan Malaka genti genti dikalahake. Iya jamane d'Alburquerque (tahun 1509 - 1515), iku mumbul mumbule wong Portegis nguwasani tanah tanah pasisir ing Samodra Indhiya tekan Macao. Bareng wong Portegis wis bisa manggon lan duwe panguwasa ana ing Malaka, ing tahun 1513 nuli nakoda aran d'abreu, layar menyang Moloko. Lakune nganggo mampir mampir, kayata: menyang Gresik. Ing wektu samono Gresik wis dadi kutha padagangan gedhe, wong wonge wis Islam. Wong Portegis mau ana ing Tanah Jawa Tengah lan Wetan sasat tansah dimungsuh bae, mung ana ing Panarukan bisa mimitran lan wong bumi, jalaran wong ing kono isih mardika, durung Islam lan durung kaereh marang Demak. Rehne wong Portegis ana ing Tanah Jawa Tengah lan Wetan tansah ngrekasa banget, mulane banjur ana kang nyoba arep lelawanan dedagangan lan Banten. Ing sakawit ana ing Banten ditampani becik, nanging nuli wong Portegis lan wong Banten kerep cecongkrahan, jalaran padha dene ora percayane. Wasana enggone dedagangan wong Portegis kang dipeng ana ing Moloko lan pulo Timur. Nalika wong Portegis teka ana ing tanah Indhiya kang anggedheni laku dagang ing kepulowan Moloko bangsa Jawa, nanging bareng Malaka bedhah, wong Jawa kadhesuk soko kono lan saka kapulowan Moloko, banjur karingkes pasabane, kang anggedheni genti wong Portegis, malah ing tahun 1522 ing Ternate wis didegi beteng, sarta wong Portegis wis prajangjian lelawanan dedagangan ijen ijenan (monopolie) lan Sultan ing kono. Ing tembene kang dadi dhok dhokane wong Portegis ing Ambon lan Bandha."
37,"Ana ing pulo pulo Moloko lan ing pulo pulo Sundha Cilik sisih wetan wong Portegis padha mencarake agama Kristen. Bareng wong Portegis nemu dalane menyang tanah Indhiya, wong Sepanyol iya banjur arep nyoba uga menyang tanah Indhiya dhewe. Wong Genua aran Christophorus Columbus layar saka Sepanyol mangulon atas asmane Sang nata ing Sepanyol. Saka panemune Chr. Columbus wus tetela yen jagad iku bunder kepleng, dadi yen saka Sepanyol terus layar mangulon mesthi banjur tekan ing jagad sisih wetan yaiku enggone tanah Indhiya. Yen saka Indhiya diterusake mangulon bae, mesthi banjur bali tekan ing Sepanyol maneh. Ing tahun 1492 kelakon Chr. Columbus nemu kepulowan kang diarani kapulowan Indhiya, jalaran pametune akeh empere lan tanah Indhiya, nanging ora antara suwe tetela yen kepulowan mau dudu Indhiya, mulane mung banjur diarani kepulowan Indhiya Kulon. Mungguh satemene kepulowan Indhiya Kulon iku wewengkone buwana Amerika. Saking kepengine marang kauntungan lan misuwuring jeneng, banjur akeh bae wong Sepanyol kang napak dalane Chr. Columbus padha layar mangulon ketug ing Amerika. Sawise buwana Amerika kawruhan, nuli ana wong Portegis kang aran Magelhaen kang nedya menyang Indhiya metu Amerika atas asmane ratu Sepanyol. Mangkate Magelhaen sakancane wong Sepanyol ing tahun 1519 lakune nurut pasisire Amerika sisih kidul, njedul supitan ing saantarane pongol Amerika kang kidul dhewe lan pulo Vuurland, saka kono terus ngalor ngulon nrajang Samodra gedhe, anjog ing kapulowan Filipina. Wong Sepanyol nuli layar menyang Moloko, anjog ing Tidore. Sultan Tidore bungah banget, awit bakal oleh lengganan bangsa Europa, mangka nalika d'Abreu teka ing Ambon diajak lengganan ora gelem, geleme mung karo Sultan Ternate. Sarehne wong Sepanyol, kancane Magelhaen, kalah santosa karo wong Portegis, mulane bareng dimungsuh, banjur kapeksa mlayu menyang Jilolo, saka kono terus layar mangulon, nutugake enggone ngubengi bumi, tekane ing Sepanyol maneh tahun 1522. Iya wong Sepanyol kang dipanggedheni Magelhaen iku kang ngubengi bumi sapisan."
38,"Wong Portegis bareng sumurup ana wong Sepanyol teka, banget panase, ngudi, lungane wong Sepanyol saka tanah Indhiya, dadi bangsa loro mau padha memungsuhan. Nanging ing tahun 1529 padha bedhami, jalaran watesing jajahan dipastekake dening Kangjeng Paus. Wiwit tahun 1542 bangsa Sepanyol neluk nelukake pulo pulo Filipina. Jeneng Filipina iku kapirit asmane ratu ing Sepanyol (Filips II). Lan ana ing pulo pulo mau banjur padha mencarake agama Kristen."
